id,Lat,Lng,Kingdom,Phylum,Class,Order,Family,Name,Year,Habitat
30,22.36468,114.0073,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Cirrenalia macrocephala,1972,Coastal water
31,22.36468,114.0073,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Cirrenalia pseudomacrocephala,1972,Coastal water
32,22.36468,114.0073,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Corollospora maritima,1972,Coastal water
33,22.36468,114.0073,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Corollospora pulchella,1972,Coastal water
34,22.36468,114.0073,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora sp.,1972,Coastal water
35,22.36468,114.0073,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola alopallonella,1972,Coastal water
36,22.36468,114.0073,Fungi,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Lulworthia sp.,1972,Coastal water
37,22.36468,114.0073,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium achrasporum,1972,Coastal water
38,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Ceriosporopsis halima,1972,Coastal water
39,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Cirrenalia macrocephala,1972,Coastal water
40,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Corollospora pulchella,1972,Coastal water
41,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora sp.,1972,Coastal water
42,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola alopallonella,1972,Coastal water
43,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Lulworthia sp.,1972,Coastal water
44,22.48669,114.0111,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Passeriniella obiones,1972,Coastal water
45,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium achrasporum,1972,Coastal water
46,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Zalerion sp.,1972,Coastal water
47,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Zalerion varium,1972,Coastal water
48,22.18173,114.3038,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Ceriosporopsis halima,1973,Coastal water
49,22.18173,114.3038,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Cirrenalia macrocephala,1973,Coastal water
50,22.18173,114.3038,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola alopallonella,1973,Coastal water
51,22.18173,114.3038,Fungi,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Lulworthia sp.,1973,Coastal water
52,22.18173,114.3038,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium achrasporum,1973,Coastal water
53,22.18173,114.3038,Fungi,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Zalerion maritimum,1973,Coastal water
54,22.23443,114.1672,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Ceriosporopsis halima,1973,Coastal water
55,22.23443,114.1672,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Cirrenalia macrocephala,1973,Coastal water
56,22.23443,114.1672,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Corollospora maritima,1973,Coastal water
57,22.23443,114.1672,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora sp.,1973,Coastal water
58,22.23443,114.1672,Fungi,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Lulworthia sp.,1973,Coastal water
59,22.23443,114.1672,Fungi,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Zalerion maritimum,1973,Coastal water
60,22.31644,114.1432,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Ceriosporopsis halima,1973,Coastal water
61,22.31644,114.1432,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Cirrenalia macrocephala,1973,Coastal water
62,22.31644,114.1432,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Corollospora maritima,1973,Coastal water
63,22.31644,114.1432,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Corollospora pulchella,1973,Coastal water
64,22.31644,114.1432,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora sp.,1973,Coastal water
65,22.31644,114.1432,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Haiyanga salina,1973,Coastal water
66,22.31644,114.1432,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola alopallonella,1973,Coastal water
67,22.31644,114.1432,Fungi,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Lulworthia sp.,1973,Coastal water
68,22.31644,114.1432,Fungi,Ascomycota,Scordariomycetes,Sordariomycetes_incertae_sedis,Sordariomycetesincertaesedis,Papulaspora halima,1973,Coastal water
69,22.31644,114.1432,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium achrasporum,1973,Coastal water
70,22.31644,114.1432,Fungi,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Zalerion varium,1973,Coastal water
71,22.36468,114.0073,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Ceriosporopsis halima,1973,Coastal water
72,22.36468,114.0073,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Cirrenalia macrocephala,1973,Coastal water
73,22.36468,114.0073,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Cirrenalia pseudomacrocephala,1973,Coastal water
74,22.36468,114.0073,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Corollospora maritima,1973,Coastal water
75,22.36468,114.0073,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Corollospora pulchella,1973,Coastal water
76,22.36468,114.0073,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora sp.,1973,Coastal water
77,22.36468,114.0073,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola alopallonella,1973,Coastal water
78,22.36468,114.0073,Fungi,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Lulworthia sp.,1973,Coastal water
79,22.36468,114.0073,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium achrasporum,1973,Coastal water
80,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Ceriosporopsis halima,1973,Coastal water
81,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Cirrenalia macrocephala,1973,Coastal water
82,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Microascales,Halosphaeriaceae,Corollospora pulchella,1973,Coastal water
83,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Valsaceae,Cytospora sp.,1973,Coastal water
84,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Humicola alopallonella,1973,Coastal water
85,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Lulworthia sp.,1973,Coastal water
86,22.48669,114.0111,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Leptosphaeriaceae,Passeriniella obiones,1973,Coastal water
87,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Trichocladium achrasporum,1973,Coastal water
88,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Zalerion sp.,1973,Coastal water
89,22.48669,114.0111,Fungi,Ascomycota,Sordariomycetes,Lulworthiales,Lulworthiaceae,Zalerion varium,1973,Coastal water
90,22.45186,114.2433,Chromista,Ochrophyta,Bacillariophyceae,Chaetocerotanae_incertae_sedis,Chaetocerotaceae,Chaetoceros spp.,1975,Coastal water
91,22.16753,114.1731,Animalia,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Acrocalanus gracilis,1980,Coastal water
92,22.16753,114.1731,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Thalassoma lunare,1980,Coastal water
93,22.16754,114.1729,Animalia,Radiozoa,Acantharia,Arthracanthida,Acanthometridae,Acanthometra pellucida,1980,Coastal water
94,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia pacifica,1980,Coastal water
95,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia spinicauda,1980,Coastal water
96,22.16754,114.1729,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aequoreidae,Aequorea parva,1980,Coastal water
97,22.16754,114.1729,Animalia,Cnidaria,Hydrozoa,Trachymedusae,Rhopalonematidae,Aglaura hemistoma,1980,Coastal water
98,22.16754,114.1729,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagitiidae,Aidanosagitta regularis,1980,Coastal water
99,22.16754,114.1729,Animalia,Mollusca,Gastropoda,Littorinimorpha,Atlantidae,Atlanta spp.,1980,Coastal water
100,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Calanoida,Pontellidae,Calanopia elliptica,1980,Coastal water
101,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Calanoida,Candaciidae,Candacia truncata,1980,Coastal water
102,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Calanoida,Calanidae,Canthocalanus pauper,1980,Coastal water
103,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Calanoida,Centropagidae,Centropages furcatus,1980,Coastal water
104,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Calanoida,Centropagidae,Centropages gracilis,1980,Coastal water
105,22.16754,114.1729,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Chelophyes appendiculata,1980,Coastal water
106,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus affinis,1980,Coastal water
107,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Peocilostomatoida,Corycaeidae,Corycaeus spp.,1980,Coastal water
108,22.16754,114.1729,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Corymorphidae,Corymorpha bigelowi,1980,Coastal water
109,22.16754,114.1729,Animalia,Mollusca,Gastropoda,Thecosomata,Creseidae,Creseis chierchiae,1980,Coastal water
110,22.16754,114.1729,Animalia,Mollusca,Gastropoda,Thecosomata,Creseidae,Creseis clava,1980,Coastal water
111,22.16754,114.1729,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes dispar,1980,Coastal water
112,22.16754,114.1729,Animalia,Chordata,Thaliacea,Doliolida,Doliolidae,Doliolum denticulatum,1980,Coastal water
113,22.16754,114.1729,Animalia,Cnidaria,Hydrozoa,Leptothecata,Eirenidae,Eutima orientalis,1980,Coastal water
114,22.16754,114.1729,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagitiidae,Ferosagitta ferox,1980,Coastal water
115,22.16754,114.1729,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagitiidae,Flaccisagitta enflata,1980,Coastal water
116,22.16754,114.1729,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Hippopodiidae,Hippopodius hippopus,1980,Coastal water
117,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Calanoida,Pontellidae,Labidocera euchaeta,1980,Coastal water
118,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Calanoida,Pontellidae,Labidocera minuta,1980,Coastal water
119,22.16754,114.1729,Animalia,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,Lestrigonus bengalensis,1980,Coastal water
120,22.16754,114.1729,Animalia,Arthropoda,Malacostraca,Amphipoda,Lestrigonidae,Lestrigonus latissimus,1980,Coastal water
121,22.16754,114.1729,Animalia,Mollusca,Gastropoda,Thecosomata,Limacinidae,Limacina trochiformis,1980,Coastal water
122,22.16754,114.1729,Animalia,Arthropoda,Malacostraca,Decapoda,Luciferidae,Lucifer penicillifer,1980,Coastal water
123,22.16754,114.1729,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Obelia spp.,1980,Coastal water
124,22.16754,114.1729,Animalia,Cnidaria,Hydrozoa,Leptothecata,Malagazziidae,Octophialucium medium,1980,Coastal water
125,22.16754,114.1729,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura longicauda,1980,Coastal water
126,22.16754,114.1729,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura spp.,1980,Coastal water
127,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Oithona brevicornis,1980,Coastal water
128,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Cyclopoida,Oithonidae,Oithona rigida,1980,Coastal water
129,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus aculeatus,1980,Coastal water
130,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta concinna,1980,Coastal water
131,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Parvocalanus crassirostris,1980,Coastal water
132,22.16754,114.1729,Animalia,Arthropoda,Branchiopoda,Diplostraca,Sididae,Penilia avirostris,1980,Coastal water
133,22.16754,114.1729,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Physophoridae,Physophora hydrostatica,1980,Coastal water
134,22.16754,114.1729,Animalia,Ctenophora,Tentaculata,Cydippida,Pleurobrachiidae,Pleurobrachia globosa,1980,Coastal water
135,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Calanoida,Pontellidae,Pontella chierchiae,1980,Coastal water
136,22.16754,114.1729,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Proboscidactylidae,Proboscidactyla ornata,1980,Coastal water
137,22.16754,114.1729,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Pseudeuphausia sinica,1980,Coastal water
138,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Poecilostomatoida,Sapphirinidae,Sapphirina gemma,1980,Coastal water
139,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Poecilostomatoida,Sapphirinidae,Sapphirina intestinata,1980,Coastal water
140,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Poecilostomatoida,Sapphirinidae,Sapphirina nigromaculata,1980,Coastal water
141,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Poecilostomatoida,Sapphirinidae,Sapphirina stellata,1980,Coastal water
142,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Calanoida,Subeucalanidae,Subeucalanus subcrassus?,1980,Coastal water
143,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Calanoida,Temoridae,Temora discaudata,1980,Coastal water
144,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Calanoida,Temoridae,Temora turbinata,1980,Coastal water
145,22.16754,114.1729,Animalia,Annelida,Polychaeta,Phyllodocida,Tomopteridae?,Tomopteris cavallii,1980,Coastal water
146,22.16754,114.1729,Animalia,Arthropoda,Maxillopoda,Calanoida,Calanidae,Undinula vulgaris,1980,Coastal water
147,22.16754,114.1729,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Hippopodiidae,Vogtia glabra,1980,Coastal water
148,22.17006,114.2494,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagitiidae,Aidanosagitta delicata,1980,Coastal water
149,22.17006,114.2494,Animalia,Arthropoda,Maxillopoda,Calanoida,Calanidae,Canthocalanus pauper,1980,Coastal water
150,22.17006,114.2494,Animalia,Mollusca,Gastropoda,Thecosomata,Creseidae,Creseis clava?,1980,Coastal water
151,22.17006,114.2494,Animalia,Mollusca,Gastropoda,Thecosomata,Creseidae,Creseis virgula,1980,Coastal water
152,22.17006,114.2494,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes chamissonis,1980,Coastal water
153,22.17006,114.2494,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Euconchoecia aculeata,1980,Coastal water
154,22.17006,114.2494,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagitiidae,Flaccisagitta enflata,1980,Coastal water
155,22.17006,114.2494,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia subtiloides,1980,Coastal water
156,22.17006,114.2494,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura spp.,1980,Coastal water
157,22.17006,114.2494,Animalia,Arthropoda,Branchiopoda,Diplostraca,Sididae,Penilia avirostris,1980,Coastal water
158,22.17006,114.2494,Animalia,Arthropoda,Maxillopoda,Calanoida,Subeucalanidae,Subeucalanus subcrassus?,1980,Coastal water
159,22.17006,114.2494,Animalia,Arthropoda,Maxillopoda,Calanoida,Temoridae,Temora turbinata,1980,Coastal water
160,22.17006,114.2494,Animalia,Arthropoda,Maxillopoda,Calanoida,Calanidae,Undinula vulgaris,1980,Coastal water
161,22.19809,114.1151,Animalia,Arthropoda,Malacostraca,Decapoda,Luciferidae,Lucifer hanseni,1980,Coastal water
162,22.19809,114.1151,Animalia,Arthropoda,Branchiopoda,Diplostraca,Sididae,Penilia avirostris,1980,Coastal water
163,22.19953,114.0181,Animalia,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Acrocalanus gracilis,1980,Coastal water
164,22.19954,114.0307,Animalia,Arthropoda,Maxillopoda,Calanoida,Acartiidae,Acartia spinicauda,1980,Coastal water
165,22.19954,114.0307,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagitiidae,Aidanosagitta delicata,1980,Coastal water
166,22.19954,114.0307,Animalia,Arthropoda,Maxillopoda,Calanoida,Calanidae,Canthocalanus pauper,1980,Coastal water
167,22.19954,114.0307,Animalia,Mollusca,Gastropoda,Thecosomata,Creseidae,Creseis virgula,1980,Coastal water
168,22.19954,114.0307,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes chamissonis,1980,Coastal water
169,22.19954,114.0307,Animalia,Arthropoda,Ostracoda,Halocyprida,Halocyprididae,Euconchoecia aculeata,1980,Coastal water
170,22.19954,114.0307,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagitiidae,Flaccisagitta enflata,1980,Coastal water
171,22.19954,114.0307,Bacteria,Cyanobacteria,Cyanophyceae,Nostocales,Scytonemataceae,Kyrtuthrix maculans,1980,Coastal water
172,22.19954,114.0307,Animalia,Arthropoda,Maxillopoda,Calanoida,Pontellidae,Labidocera minuta,1980,Coastal water
173,22.19954,114.0307,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura spp.,1980,Coastal water
174,22.19954,114.0307,Animalia,Arthropoda,Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta concinna,1980,Coastal water
175,22.19954,114.0307,Animalia,Arthropoda,Maxillopoda,Calanoida,Subeucalanidae,Subeucalanus subcrassus?,1980,Coastal water
176,22.19954,114.0307,Animalia,Arthropoda,Maxillopoda,Calanoida,Temoridae,Temora turbinata,1980,Coastal water
177,22.19954,114.0307,Animalia,Arthropoda,Maxillopoda,Calanoida,Calanidae,Undinula vulgaris,1980,Coastal water
178,22.21249,114.0326,Animalia,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus affinis,1980,Coastal water
179,22.21249,114.0326,Animalia,Mollusca,Gastropoda,Thecosomata,Creseidae,Creseis clava?,1980,Coastal water
180,22.21249,114.0326,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagitiidae,Flaccisagitta enflata,1980,Coastal water
181,22.21249,114.0326,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia subtiloides,1980,Coastal water
182,22.21249,114.0326,Animalia,Arthropoda,Malacostraca,Decapoda,Luciferidae,Lucifer hanseni,1980,Coastal water
183,22.21249,114.0326,Animalia,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus parvus,1980,Coastal water
184,22.21249,114.0326,Animalia,Arthropoda,Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta concinna,1980,Coastal water
185,22.21249,114.0326,Animalia,Arthropoda,Branchiopoda,Diplostraca,Sididae,Penilia avirostris,1980,Coastal water
186,22.21249,114.0326,Animalia,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Pseudevadne?tergestina,1980,Coastal water
187,22.21288,114.1393,Animalia,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus affinis,1980,Coastal water
188,22.21288,114.1393,Animalia,Mollusca,Gastropoda,Thecosomata,Creseidae,Creseis clava?,1980,Coastal water
189,22.21288,114.1393,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagitiidae,Flaccisagitta enflata,1980,Coastal water
190,22.21288,114.1393,Animalia,Arthropoda,Maxillopoda,Calanoida,Paracalanidae,Paracalanus parvus,1980,Coastal water
191,22.21288,114.1393,Animalia,Arthropoda,Branchiopoda,Diplostraca,Sididae,Penilia avirostris,1980,Coastal water
192,22.21288,114.1393,Animalia,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Pseudevadne?tergestina,1980,Coastal water
193,22.24342,114.0164,Animalia,Arthropoda,Maxillopoda,Calanoida,Calanidae,Canthocalanus pauper,1980,Coastal water
194,22.24342,114.0164,Animalia,Mollusca,Gastropoda,Thecosomata,Creseidae,Creseis clava?,1980,Coastal water
195,22.24342,114.0164,Animalia,Mollusca,Gastropoda,Thecosomata,Creseidae,Creseis virgula,1980,Coastal water
196,22.24342,114.0164,Animalia,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyes chamissonis,1980,Coastal water
197,22.24342,114.0164,Animalia,Chordata,Appendicularia,Copelata,Oikopleuridae,Oikopleura spp.,1980,Coastal water
198,22.24342,114.0164,Animalia,Arthropoda,Maxillopoda,Calanoida,Euchaetidae,Paraeuchaeta concinna,1980,Coastal water
199,22.24342,114.0164,Animalia,Arthropoda,Maxillopoda,Calanoida,Subeucalanidae,Subeucalanus subcrassus?,1980,Coastal water
200,22.26496,114.3554,Animalia,Arthropoda,Maxillopoda,Calanoida,Calanidae,Calanus sinicus,1980,Coastal water
201,22.26496,114.3554,Animalia,Arthropoda,Maxillopoda,Calanoida,Calanidae,Canthocalanus pauper,1980,Coastal water
202,22.26496,114.3554,Animalia,Arthropoda,Maxillopoda,Poecilostomatoida,Corycaeidae,Corycaeus affinis,1980,Coastal water
203,22.26496,114.3554,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagitiidae,Flaccisagitta enflata,1980,Coastal water
204,22.26496,114.3554,Animalia,Arthropoda,Malacostraca,Decapoda,Luciferidae,Lucifer intermedius,1980,Coastal water
205,22.26496,114.3554,Animalia,Arthropoda,Maxillopoda,Poecilostomatoida,Oncaeidae,Oncaea venusta,1980,Coastal water
206,22.26496,114.3554,Animalia,Arthropoda,Branchiopoda,Diplostraca,Sididae,Penilia avirostris,1980,Coastal water
207,22.26496,114.3554,Animalia,Cnidaria,Hydrozoa,Narcomedusae,Aeginidae,Solmundella bitentaculata,1980,Coastal water
